market_type,assets_id,assets_short_cn_name,assets_full_cn_name,party_short_cn_name,party_short_en_name,party_full_cn_name,party_full_en_name,party_url,description,location,founding_time,listing_time,section_tags,stakeholders
H股,00267.XHKG,中信,中信股份,中信集团,CITIC,中国中信股份有限公司,CITIC Limited,www.citic.com,中国中信股份有限公司是一家主要从事金融业务的香港投资控股公司。该公司通过六大分部运营。金融分部提供银行、信托、资产管理、证券和保险等服务。资源能源分部从事原油、煤炭和铁矿石的开采、加工及贸易。制造分部从事特殊钢、重型机械及铝轮等产品的生产。工程承包分部为基础设施、房地产和工业项目提供承包和设计服务。房地产分部从事房产的开发、销售及持有。其他分部从事基础设施投资及运营、电讯业务、汽车及食品销售、通用航空业务以及出版等。,香港中环添美道1号中信大厦32楼,1985-01-08,1986-02-26,综合企业,,
H股,00268.XHKG,金蝶,金蝶国际,金蝶国际,KINGDEE INTL,金蝶国际软件集团有限公司,Kingdee International Software Group Company Limited,www.kingdee.com,金蝶国际软件集团有限公司是一家主要提供企业资源计划（ERP）服务的香港投资控股公司。该公司通过两大分部运营。ERP及云服务分部从事企业管理软件的销售与实施及相关服务的提供、企业管理软件安排相关的硬件销售、中间件软件业务以及电子商务及其他在线管理服务的提供。其他分部从事投资性房地产的经营。,香港中环皇后大道中15号置地广场约克大厦9楼,1999-09-22,2001-02-15,软件服务,,
H股,00269.XHKG,中国资源交通,中国资源交通,中国资源交通,CRTG,中国资源交通集团有限公司,China Resources and Transportation Group Limited,www.crtg.com.hk,中国资源交通集团有限公司是一家主要从事高速公路、石油及木材相关业务的香港投资控股公司。该公司通过三大分部运营。高速公路营运分部从事高速公路的营运、管理及维修以及配套设施的投资。石油分部从事石油及相关产品贸易、提供石油储存及配套服务以及压缩天然气加气站营运。木材营运分部从事森林、植树区、树苗以及精炼茶油的销售。,香港九龙观塘观塘道388号创纪之城一期一座10楼11-12室,,1973-03-19,工用运输,,
H股,00270.XHKG,粤海,粤海投资,粤海投资,GUANGDONG INV,粤海投资有限公司,Guangdong Investment Ltd.,www.gdi.com.hk,粤海投资有限公司是一家主要从事供水和污水处理的投资控股公司。该公司通过七个分部运营其业务。水资源分部从事供水、污水处理以及供水和污水处理基础设施建设。物业投资及发展分部从事物业的开发和销售并为商业物业提供物业管理服务。百货营运分部分部营运百货店。发电分部经营营运燃煤发电厂以及提供电力和蒸汽。酒店经营及管理分部分部从事酒店营运。道路及桥樑分部从事收费公路运营。其他分部提供司库服务。,香港干诺道中148号粤海投资大厦28及29楼,1973-01-05,1993-01-08,公用事业,,
H股,00271.XHKG,亚证地产,亚证地产,亚证地产,ASIASEC PPT,亚证地产有限公司,Asiasec Properties Limited,www.asiasec.com.hk,亚证地产有限公司(原名:丹枫控股有限公司)为一家主要从事物业业务的香港投资控股公司。该公司主要从事物业投资、物业租赁及物业管理。其通过维持港晶中心、港湾工贸中心和海湾工贸中心所持物业提升旗下子公司及联营公司投资物业价值及增加经常性收益。,香港九龙湾宏光道1号亿京中心A座33楼,1973-12-31,1973-02-28,地产,,
H股,00272.XHKG,瑞安房地产,瑞安房地产,瑞安房地产,SHUI ON LAND,瑞安房地产有限公司,Shui On Land Limited,www.shuionland.com,瑞安房地产有限公司是一家主要从事物业业务的香港投资控股公司。该公司通过三大分部运营。物业发展分部从事物业发展及销售。物业投资分部从事办公室及商铺出租、物业管理及酒店经营。建筑分部从事楼宇物业建筑工程、室内装修、翻新及保养以及提供相关咨询服务。,香港湾仔港湾道6-8号瑞安中心34楼,2004-02-12,2006-10-04,地产,,
H股,00273.XHKG,茂宸,茂宸集团,茂宸集团,MASON GP HOLD,茂宸集团控股有限公司,Mason Group Holdings Limited,www.masonhk.com,"茂宸集团控股有限公司是一家提供健康及财富解决方案服务的集团。该公司通过其母婴幼儿业务,乳制品制造业务以及医疗保健业务提供健康解决方案。该公司亦提供全面的金融服务,包括金融经纪服务,槓桿及收购融资服务,资产及财富管理服务,抵押贷款服务,贷款融资服务以及证券买卖。",香港中环皇后大道中九十九号中环中心十二楼一室,2002-08-16,1972-01-01,零售,,
H股,00274.XHKG,中富资源,中富资源,中富资源,C BILLION RES,中富资源有限公司,China Billion Resources Limited,http://www.chinabillion.net,中富资源有限公司是一家主要从事采矿及化妆品业务的香港投资控股公司。该公司通过两大分部运营。采矿产品分部从事黄金勘探、开发及采矿。化妆品及护肤产品分部提供美容疗程服务以及化妆及护肤产品的买卖。,香港干诺道中168-200号信德中心西座2207室,2000-09-25,2000-12-18,黄金及贵金属,,
H股,00275.XHKG,凯华,凯华集团,凯华集团,MASTER GLORY GP,凯华集团有限公司,Master Glory Group Limited,http://www.mggl.com.hk,凯华集团有限公司（原名：锦兴集团有限公司）是一家主要从事证券、物业及供水业务的香港投资控股公司。该公司通过三大分部运营。证券买卖分部从事持作买卖投资的交易。物业发展及买卖分部从事物业发展及销售。供水分部提供供水服务。,香港中环添美道1号22楼,1991-09-03,1991-12-16,地产,,
H股,00276.XHKG,蒙古能源,蒙古能源,蒙古能源,MONGOLIA ENERGY,蒙古能源有限公司,Mongolia Energy Corporation Limited,http://www.mongolia-energy.com,蒙古能源有限公司是一家从事资源业务的香港投资控股有限公司。该公司主要业务包括煤炭开采、焦精煤及动力煤等煤矿产品的生产及销售、提供煤炭运输服务以及煤炭加工。其主要在香港、蒙古及中国开展业务。,香港干诺道西118号17楼,,1972-08-23,煤炭,,
H股,00277.XHKG,太兴置业,太兴置业,太兴置业,TERN PROPERTIES,太兴置业有限公司,Tern Properties Co. Ltd.,www.tern.hk,太兴置业有限公司是一家主要从事物业业务的香港投资控股公司。该公司通过两大分部运营。物业投资分部从事物业投资及物业租赁业务。财务投资分部从事债务与股份证券的投资。,香港皇后大道中237号太兴中心第一座26楼,1968-03-19,1989-01-04,地产,,
H股,00278.XHKG,华厦置业,华厦置业,华厦置业,WAH HA REALTY,华厦置业有限公司,Wah Ha Realty Co. Ltd.,http://www.wahha.com,华厦置业有限公司是一家主要从事物业业务的香港投资控股公司。该公司通过两大分部运营。物业发展、投资及管理分部从事物业发展、投资及管理业务。投资分部从事股份投资业务。其投资物业包括位于香港的轩华大厦以及保华大厦等。,香港湾仔皇后大道东43至59号东美中心2500室,1961-10-10,1972-04-24,地产,,
H股,00279.XHKG,民众金融科技,民众金融科技,民众金融科技,FREEMAN FINTECH,民众金融科技控股有限公司,Freeman FinTech Corporation Limited,www.freeman279.com,民众金融科技控股有限公司（原名：民众金服控股有限公司）是一家主要从事金融业务的香港投资控股公司。该公司通过六大分部运营。证券及期货买卖分部从事证券买卖及期货投资。提供融资分部在香港提供融资服务。保险经纪分部从事保险经纪业务以及提供财务策划和相关服务。证券及期货经纪分部在香港从事证券及期货的经纪、配售、包销及孖展融资。投资控股分部从事控股投资以获取资本增值。企业融资顾问分部提供企业融资顾问服务等。,香港湾仔告士打道77-79号富通大厦13楼,,1988-05-11,其他金融,,
H股,00280.XHKG,景福,景福集团,景福集团,KING FOOK HOLD,景福集团有限公司,King Fook Holdings Ltd.,www.kingfook.com,景福集团有限公司是一家主要从事金条及钻石贸易的香港投资控股公司。该公司通过三大分部运营。香港零售分部在香港从事金条买卖及钻石批发。中国零食分部在中国内地从事金条及钻石零售。旅游分部提供旅游相关货品及服务。,香港中环德辅道中30-32号景福大厦9楼,1987-07-31,1988-03-28,纺织、服饰及个人护理,,
H股,00281.XHKG,川河,川河集团,川河集团,RIVERA (HOLD,川河集团有限公司,Rivera (Holdings) Ltd.,http://www.rivera.com.hk,川河集团有限公司是一家主要从事物业及证券业务的香港投资控股公司。该公司通过两大分部运营。物业发展及投资分部从事物业出租及出售。证券买卖及投资分部从事待售投资及可供出售投资的买卖。,香港干诺道中111号永安中心15楼1501-2及1507-12室,1964-05-04,1973-01-23,地产,,
H股,00282.XHKG,壹传媒,壹传媒,壹传媒,NEXT DIGITAL,壹传媒有限公司,Next Digital Limited,http://www.nextdigital.com.hk,壹传媒有限公司是一家主要从事传媒及出版业务的香港投资控股公司。该公司通过三大分部运营。数码分部在香港、台湾及美国从事互联网广告、互联网订阅、内容提供以及手机游戏及应用程序开发。报刊出版及印刷分部在香港及台湾从事报纸销售及提供相关印刷及广告服务。书籍及杂志出版及印刷分部在香港、台湾、北美、欧洲及大洋洲从事书籍及杂志销售以及提供书籍及杂志印刷及广告服务。,香港新界将军澳将军澳工业邨骏盈街8号1楼,1981-06-12,1981-08-06,媒体及娱乐,,
H股,00285.XHKG,比亚迪电子,比亚迪电子,比亚迪电子,BYD ELECTRONIC,比亚迪电子(国际)有限公司,BYD Electronic (International) Company Limited,www.byd-electronic.com,比亚迪电子(国际)有限公司是一家主要制造移动智能终端部件及模组的投资控股公司。该公司连同其附属公司主要提供设计、研发、制造、物流和售后等一站式服务。该公司的主要业务包括电子产品金属部件、塑胶部件、玻璃机壳等零部件制造及电子产品整机设计、测试、组装等。该公司的产品主要用于消费电子、汽车电子、工业电子等领域。该公司业务覆盖中国、欧盟、美国、日本及印度等。,香港新界沙田沙田乡事会路138号新城市中央广场2座17楼1712室一部分,2007-06-14,2007-12-20,资讯科技器材,,
H股,00286.XHKG,爱帝宫,爱帝宫,爱帝宫,AIDIGONG,爱帝宫母婴健康股份有限公司,Aidigong Maternal & Child Health Limited,http://www.aidigong.hk,爱帝宫母婴健康股份有限公司(原名:同佳国际健康产业集团有限公司)是一家主要从事健康相关业务的香港投资控股公司。该公司通过两大分部运营。健康产业分部从事天然健康食品、医学抗衰老及养生基地、医疗及健康产业投资管理业务。投资及融资分部从事投资及融资业务。,香港九龙九龙湾常悦道1号恩浩国际中心28楼E室,,1990-09-07,医疗保健服务,,
H股,00287.XHKG,永发置业,永发置业,永发置业,WINFAIR INV,永发置业有限公司,Winfair Investment Co. Ltd.,http://www.winfairinvestment.com,永发置业有限公司是一家主要从事物业及证券业务的香港投资控股公司。该公司通过三大分部运营。证券投资分部从事证券长期投资及短期买卖。物业租赁分部从事楼宇出租。物业发展分部从事发展楼宇的建设。其投资物业包括：香港上环文咸东街96号、香港上环文咸东街92号四楼以及九龙南角8号及10号地下层等。,香港九龙佐敦道51号利侨大厦5楼501-2室,1971-08-27,1973-03-15,地产,,
H股,00288.XHKG,万洲,万洲国际,万洲国际,WH GROUP,万洲国际有限公司,WH Group Limited,www.wh-group.com,万洲国际有限公司是一家主要从事猪肉业务的香港投资控股公司。该公司通过四个部门运营业务。肉制品部门从事低温肉制品及高温肉制品的生产、批发及零售业务。生鲜猪肉部门从事生鲜猪肉及冷冻猪肉的生产、批发及零售业务。生猪养殖部门从事生猪饲养业务。其他部门从事家禽屠宰及销售以及提供配套产品及服务，如提供物流服务以及调味料、包装材料及进口肉制品的销售等。,香港九龙柯士甸道西1号环球贸易广场76楼7602B-7604A室,2006-03-02,2014-08-05,农业产品,,
H股,00289.XHKG,永安国际,永安国际,永安国际,WING ON CO,永安国际有限公司,Wing On Company International Limited,http://www.wingon.hk,永安国际有限公司是一家主要从事百货及物业业务的香港投资控股公司。该公司通过两大分部运营。百货分部在香港经营百货店。物业投资分部从事商业物业出租。其投资的物业组合位于香港、澳洲及美国。,香港德辅道中211号永安中心7楼,,1921-01-01,零售,,
H股,00290.XHKG,中国富强金融,中国富强金融,中国富强金融,C FORTUNE FIN,中国富强金融集团有限公司,China Fortune Financial Group Limited,www.290.com.hk,中国富强金融集团有限公司是一家主要从事金融业务的香港投资控股公司。该公司通过六大分部运营。企业融资分部从事提供企业融资服务。经纪及孖展融资分部从事证券业务及孖展融资业务。放债及保理分部从事提供放债及保理服务。资产管理分部从事向专业投资者提供资产管理及咨询服务。顾问及保险经纪分部从事提供顾问服务及保险经纪服务。自营买卖分部从事证券的自营买卖。,香港皇后大道中183号中远大厦43楼,2001-01-02,2001-05-03,其他金融,,
H股,00291.XHKG,华润啤酒,华润啤酒,华润啤酒,CHINA RES BEER,华润啤酒(控股)有限公司,China Resources Beer (Holdings) Company Limited,www.crbeer.com.hk,华润啤酒（控股）有限公司是一家主要从事啤酒业务的香港投资控股公司。该公司主要业务包括啤酒产品的生产、销售及分销。该公司主要在中国及香港运营业务。其主要子公司包括华创饮品贸易有限公司、华润雪花啤酒有限公司以及华润雪花啤酒（四川）有限责任公司等。,香港湾仔港湾道26号华润大厦39楼,1965-08-05,1973-11-15,食物饮品,,
H股,00292.XHKG,泛海酒店,泛海酒店,泛海酒店,ASIA STD HOTEL,泛海酒店集团有限公司,Asia Standard Hotel Group Ltd.,www.asiastandardhotelgroup.com,泛海酒店集团有限公司是一家主要从事酒店业务的香港投资控股公司。该公司通过四大分部运营。酒店营运分部在香港及加拿大从事酒店营运业务。酒店发展分部在香港从事酒店发展。旅游业务分部在香港从事机票销售、旅行团安排及提供酒店预订服务。财务投资分部从事金融工具的投资。,香港湾仔骆克道33号万通保险大厦30楼,,1988-09-22,酒店、赌场及消闲设施,,
H股,00293.XHKG,国泰航空,国泰航空,国泰航空,CATHAY PAC AIR,国泰航空有限公司,Cathay Pacific Airways Limited,http://www.cathaypacific.com,国泰航空有限公司是一家主要提供国际空中客运及货运服务的公司。该公司连同其附属公司通过四个分部经营。国泰航空及国泰港龙航空分部以其品牌提供全面的国际客运及货运服务。华民航空分部在亚洲区内提供定期航班的航空货运速递服务。香港快运分部在亚洲区内提供定期航班的廉价航空客运服务。航空服务分部提供包括航空饮食、货运站、地勤服务及商业洗衣等支援航空公司的服务。,香港金钟道八十八号太古广场二座三十五楼,1948-10-18,1986-05-15,运输,,
H股,00294.XHKG,长江制衣,长江制衣,长江制衣,YANGTZEKIANG,长江制衣有限公司,Yangtzekiang Garment Limited,www.ygm.com.hk,长江制衣有限公司是一家主要从事服装及物业业务的香港公司。该公司通过三大分部运营。成衣及纺织品制造及销售分部从事成衣及纺织产品的制造及销售以及提供成衣加工服务。合营企业权益分部通过合营企业从事纺织纱线产品的生产及销售。物业租赁分部从事商业及工业物业出租。,香港九龙新蒲岗大有街22号,1961-03-30,1970-09-15,纺织、服饰及个人护理,,
H股,00295.XHKG,江山,江山控股,江山控股,KONG SUN HOLD,江山控股有限公司,Kong Sun Holdings Limited,http://www.kongsun.com,江山有限公司是一家主要从事电力业务的香港投资控股公司。该公司通过四大分部运营。光伏分部从事发电及电力销售以及太阳能相关产品的买卖。仿真植物制造及销售分部主要从事仿真植物的制造和销售。物业投资分部从事物业出租以赚取租金及物业升值收益。证券投资分部从事上市证券交易。,香港湾仔告士打道108号光大中心8楼803–4室,1955-06-13,1970-11-28,公用事业,,
H股,00296.XHKG,英皇娱乐酒店,英皇娱乐酒店,英皇娱乐酒店,EMPEROR E HOTEL,英皇娱乐酒店有限公司,Emperor Entertainment Hotel Limited,www.emp296.com,英皇娱乐酒店有限公司是一家主要从事博彩及酒店业务的香港投资控股公司。该公司通过两大分部运营。博彩分部在澳门英皇娱乐酒店赌场从事中场、贵宾室及角子机厅运营以及提供博彩相关的市场推广及公关服务。酒店分部从事澳门英皇娱乐酒店及澳门盛世酒店相关业务。,香港湾仔轩尼诗道288号英皇集团中心28楼,,1973-03-01,酒店、赌场及消闲设施,,
H股,00297.XHKG,中化化肥,中化化肥,中化化肥,SINOFERT,中化化肥控股有限公司,Sinofert Holdings Limited,http://www.sinofert.com,中化化肥控股有限公司是一家主要从事销售化肥的投资控股公司。公司及其子公司通过两大分部运营。营销分部从事化肥及农业相关产品的采购及分销。生产分部从事化肥的生产及销售。此外，该公司提供与化肥相关业务和产品的技术研发与服务，以及从事开采和勘探磷矿以及生产饲钙。产品包括钾肥、氮肥、复合肥及磷肥等。,香港湾仔港湾道一号会展广场辨公大楼47楼4705室,,1996-09-30,原材料,,
H股,00298.XHKG,庄士中国,庄士中国,庄士中国,CHUANG'S CHINA,庄士中国投资有限公司,Chuang's China Investments Limited,www.chuangs-china.com,庄士中国投资有限公司是一家主要从事物业业务的香港投资控股公司。该公司通过三大分部运营。物业发展、投资及买卖分部从事工业、住宅、商业、办公楼及酒店物业的投资、发展及买卖。货品及商品销售分部从事货品及商品买卖。证券投资及买卖分部从事证券及债券组合的投资及买卖。,香港中环遮打道18号历山大厦25楼,,1964-02-23,地产,,
H股,00299.XHKG,宝新置地,宝新置地,宝新置地,GLORY SUN LAND,宝新置地集团有限公司,Glory Sun Land Group Limited,http://www.hk0299.com,宝新置地集团有限公司（原名：新体育集团有限公司）是一家主要从事物业投资与发展的投资控股公司。该公司及其子公司通过七大分部运营。房地产及物业投资分部主要于中国进行物业开发及物业投资业务。买卖商品分部主要于中国买卖商品。游艇会所分部主要从事一间游艇会所的经营。建造分部于中国提供工程建造服务。教育及培训分部主要提供国际教育及培训服务。提供在线游戏服务及平台服务分部从事设计、开发及营运移动和网页游戏及平台服务。其他分部主要从事高尔夫球练习场的经营。,香港金钟金钟道89号力宝中心1座26楼2602室,2002-07-23,2004-04-30,软件服务,,
H股,00301.XHKG,三和精化,三和精化,三和精化,SANVO CHEMICALS,三和精化集团有限公司,SANVO Fine Chemicals Group Limited,http://www.sanvo.com,"三和精化集团有限公司是一家主要从事精细化工产品的研发、生产和销售业务的中国公司。公司的精细化工产品包括气溶胶、有机硅胶、合成胶和其他杂类产品,例如建筑涂料、油品和木器涂料,其产品应用于五金、建材、汽车维修等领域。",香港湾仔轩尼诗道349号5楼,2018-04-12,2020-01-16,原材料,,
H股,00302.XHKG,中手游,中手游,中手游,CMGE,中手游科技集团有限公司,CMGE Technology Group Limited,http://www.cmge.com,"中手游科技集团有限公司是一家主要从事手游发行、游戏开发以及投资业务的投资控股公司。该公司运营游戏发行、游戏开发和知识产权授权三个业务分部。该公司拥有着名文化产品及艺术作品有关的知识产权储备,如“仙剑奇侠传”、“轩辕剑”、“大富翁”、”明星志愿”及“天使帝国”等,用于开发及授权开发游戏。该公司于国内市场及海外市场开展业务。",香港中环云咸街8号13楼,2018-03-20,2019-10-31,软件服务,,
H股,00303.XHKG,伟易达,伟易达,伟易达集团,VTECH HOLDINGS,伟易达集团有限公司,VTech Holdings Limited,http://www.vtech.com,伟易达集团有限公司是一家主要从事电子产品业务的香港投资控股公司。该公司主要业务包括电子教育玩具及电话等消费电子产品的设计、制造及分销。该公司通过四大地区分部运营：北美洲、欧洲、亚太区及其他。,香港新界大埔汀角路57号太平工业中心第1座23楼,,1992-11-05,资讯科技器材,,
H股,00305.XHKG,五菱,五菱汽车,五菱汽车,WULING MOTORS,五菱汽车集团控股有限公司,Wuling Motors Holdings Limited,www.wuling.com.hk,五菱汽车集团控股有限公司是一家主要从事汽车相关业务的香港投资控股公司。该公司通过四大分部运营。发动机及相关部件分部从事发动机及相关部件的制造及销售。汽车零部件及其他工业服务分部从事汽车零部件及附件的制造及销售、金属等原材料买卖以及提供用水及动力供应服务。专用汽车分部从事专业汽车的制造及销售。其他分部从事物业投资等业务。,香港中环干诺道中77号标华丰集团大厦19楼1901室,,1992-11-23,汽车,,
H股,00306.XHKG,冠忠巴士,冠忠巴士集团,冠忠巴士集团,KWOON CHUNG BUS,冠忠巴士集团有限公司,Kwoon Chung Bus Holdings Limited,www.kcbh.com.hk,冠忠巴士集团有限公司是一家主要从事运输业务的香港投资控股公司。该公司通过六大分部运营。非专利巴士分部从事在香港提供非专利巴士出租服务、在香港及中国内地提供跨境客运服务以及其他相关服务。本地轿车分部从事在香港提供轿车租用服务。专利巴士分部从事在香港提供专利巴士服务。酒店及旅游分部从事在中国内地提供酒店服务及经营景区以及在香港及中国内地经营旅行社及提供旅游服务。中国内地巴士分部从事在中国湖北及广州等地提供指定路线巴士服务。其他分部从事提供其他运输服务。,香港柴湾创富道8号3楼,,1996-09-25,运输,,
H股,00307.XHKG,优派能源发展,优派能源发展,优派能源发展,UP ENERGY DEV,优派能源发展集团有限公司,Up Energy Development Group Limited,http://www.upenergy.com,优派能源发展集团有限公司是一家主要从事焦煤业务的香港投资控股公司。其业务主要包括焦煤的采掘以及原焦煤、精焦煤以及焦煤化产品的生产和销售。该公司旗下拥有小黄山、石庄沟、泉水沟、拜城温州及加拿大GCC等煤矿项目。,香港铜锣湾恩平道二十八号利园二期二十九字楼,1992-10-30,1992-12-02,煤炭,,
H股,00308.XHKG,香港中旅,香港中旅,香港中旅,CHINA TRAVEL HK,香港中旅国际投资有限公司,China Travel International Investment Hong Kong Ltd.,www.irasia.com/listco/hk/ctii,香港中旅国际投资有限公司是一家投资控股公司。该公司的分部包括：旅游景区业务分部，从事经营主题公园、景区、景区内索道系统、滑雪设施、温泉中心；旅行社、旅游证件及相关业务分部，从事提供旅游及相关服务；酒店业务分部，从事提供酒店住宿及餐饮服务；客运业务分部，从事提供往来香港、澳门及中国大陆之跨境个人客运服务及在香港、澳门和中国大陆提供租车和包车服务；高尔夫球会所业务分部在深圳向球会的个人或公司会员提供设施；演艺业务分部在中国内地及海外提供艺术表演剧作。,香港中环干诺道中78至83号中旅集团大厦12楼,1992-07-21,1992-11-11,酒店、赌场及消闲设施,,
H股,00309.XHKG,新华通讯频媒,新华通讯频媒,新华通讯频媒,XH NEWS MEDIA,新华通讯频媒控股有限公司,Xinhua News Media Holdings Limited,www.xhnmedia.com,新华通讯频媒控股有限公司是一家主要从事清洁及媒体业务的香港投资控股公司。该公司通过四大分部运营。清洁及相关服务分部为办公室大楼、公共地区及住宅地区提供清洁及相关服务。电视屏幕播放分部在电视屏幕播放资讯及广告服务。医疗废料处理分部为医院提供非焚烧医疗废物处理服务。废物处理分部提供有机废物处理服务及销售相关副产品。,香港九龙红磡鹤园东街1号富恒工业大厦407室,2002-12-04,2003-07-25,支援服务,,
H股,00310.XHKG,嘉进,嘉进投资国际,嘉进投资国际,PROSP INV HOLD,嘉进投资国际有限公司,Prosperity Investment Holdings Limited,http://www.irasia.com/listco/hk/prosperityinv/index.htm,嘉进投资国际有限公司是一家主要从事投资业务的香港投资控股公司。其主要业务包括上市及非上市公司投资及其他财务资产投资。该公司投资于保华集团有限公司、德祥地产集团有限公司、TOM集团有限公司、TCL显示科技控股有限公司以及国开国际投资有限公司等。,香港湾仔港湾道 6-8 号瑞安中心 2711 室,,1992-12-21,其他金融,,
H股,00311.XHKG,联泰,联泰控股,联泰控股,LUEN THAI,联泰控股有限公司,Luen Thai Holdings Ltd.,http://www.luenthai.com,联泰控股有限公司是一家主要从事服装业务的香港投资控股公司。该公司业务包括成衣及服饰配件的制造及贸易、提供货运及物流服务以及房地产开发。其产品包括休闲服及时装、生活时尚服装、毛衣及包等服饰配件。,香港九龙观塘鸿图道57号南洋广场10楼1001–1005室,2004-03-15,2004-07-15,纺织、服饰及个人护理,,
H股,00312.XHKG,岁宝百货,岁宝百货,岁宝百货,SHIRBLE STORE,岁宝百货控股(中国)有限公司,Shirble Department Store Holdings (China) Limited,www.shirble.net,岁宝百货控股（中国）有限公司是一家主要从事岁宝百货店运营的香港投资控股公司。其旗下百货店提供日耗品、家需品、鞋、纺织品、服装、化妆品、儿童及家庭用品以及电器等。该公司在深圳、汕尾、梅州及长沙开展业务。,香港中环添美道1号中信大厦11楼1105-12室,2008-11-05,2010-11-17,零售,,
H股,00313.XHKG,裕田中国,裕田中国,裕田中国,RICHLY FIELD,裕田中国发展有限公司,Richly Field China Development Limited,http://www.richlyfieldchinagroup.com,裕田中国发展有限公司是一家主要从事物业业务的香港投资控股公司。其主要业务包括奥特莱斯商场营运、旅游地产、养老地产及葡萄酒庄等商业地产的开发及管理以及高端住宅地产开发。该公司主要通过长沙项目及秦皇岛项目运营。,香港中环花园道3号中国工商银行大厦506室,1990-09-10,1993-01-05,地产,,
H股,00315.XHKG,数码通电讯,数码通电讯,数码通电讯,SMARTONE TELE,数码通电讯集团有限公司,SmarTone Telecommunications Holdings Limited,http://www.smartoneholdings.com,数码通电讯集团有限公司是一家主要从事提供通讯服务的投资控股公司。公司及其子公司通过两大分部运营：香港分部和澳门分部。该公司提供话音、多媒体及流动宽频服务。此外，该公司亦为家居及商务市场提供固网光纤宽频服务。该公司提供多种平台，当中包括公司网页、24小时网上即时对话、网上商店及SmarTone CARE应用程式。,香港九龙观塘观塘道378号创纪之城2期31楼,,1996-10-31,电讯,,
H股,00316.XHKG,东方海外,东方海外国际,东方海外国际,OOIL,东方海外(国际)有限公司,Orient Overseas (International) Ltd.,http://www.ooilgroup.com,东方海外（国际）有限公司是一家主要从事货柜运输及物流业务的投资控股公司。公司及其子公司通过两大分部运营：货柜运输及物流分部，以及其他分部。货柜运输及物流分部从事在太平洋区、大西洋区、欧亚地区、澳洲与亚洲地区，和亚洲区内等主要航线进行环球货柜运输业务。除此之外，其亦就货物有效储存及流动的管理及留控提供综合服务。其他分部从事出租商业物业。,香港湾仔港湾道二十五号海港中心三十一楼,,1992-07-31,工用运输,,
H股,00317.XHKG,中船防务,中船防务,中船防务,COMEC,中船海洋与防务装备股份有限公司,CSSC Offshore & Marine Engineering (Group) Company Limited,http://comec.cssc.net.cn,"中船海洋与防务装备股份有限公司（旧名：广州广船国际股份有限公司）是一家控股平台公司。该公司的主要业务包括资产管理，投资管理，设计、开发、制造、修理、改装、出租和销售船舶和船舶配件，海洋工程和设备，能源设备，运输设备，环保设备，电气电子设备，金属结构件及进出口业务。该公司通过三个业务部门运营：造船及相关业务部、钢结构工程部以及其他部。该公司服务于造船业。该公司的船舶在建合同包括约8,900,600吨生产量。该公司的子公司包括广船国际有限公司、中船黄埔文冲船舶有限公司和GSI扬州有限公司。",中华人民共和国广州市芳村大道南40号,1994-10-21,1993-08-06,工业工程,,
H股,00318.XHKG,黄河实业,黄河实业,黄河实业,VONGROUP,黄河实业有限公司,Vongroup Ltd.,www.thevongroup.com,黄河实业有限公司是一家主要从事技术及媒体业务的投资控股公司。该公司连同其附属公司通过六个分部经营。技术及媒体分部提供多媒体、金融科技及娱乐以及相关技术服务及产品。物业分部从事物业的租赁。餐饮分部从事休閒餐饮的运营及相关业务。金融服务分部从事消费者融资、放债及相关活动。证券分部从事证券组合的投资。企业财务管理分部从事财务活动的管理。,香港九龙观塘鸿图道83号东瀛游广场17楼A室,2001-06-26,2001-10-09,其他金融,,
H股,00320.XHKG,金宝通,金宝通,金宝通,COMPUTIME,金宝通集团有限公司,Computime Group Limited,www.computime.com,金宝通集团有限公司是一家主要从事电子控制产品业务的香港投资控股公司。该公司通过三大分部运营。楼宇及家居控制装置分部从事楼宇及家居控制装置产品的研发、设计、制造、贸易及分销。电器控制装置分部从事电器控制装置产品的研发、设计、制造、贸易及分销。工商业控制装置分部从事工商业控制装置产品的研发、设计、制造、贸易及分销。,香港新界沙田科技大道东20号香港科学园第三期20E座6楼,2006-06-23,2006-10-09,家庭电器及用品,,
H股,00321.XHKG,德永佳,德永佳集团,德永佳集团,TEXWINCA HOLD,德永佳集团有限公司,Texwinca Holdings Limited,www.texwinca.com,德永佳集团有限公司是一家主要从事针织布及服饰业务的香港投资控股公司。该公司通过三大分部运营。针织布及棉纱分部从事针织布及棉纱的生产、整染及分销。便服及饰物分部从事便服及饰物的零售及分销。其他分部提供汽车维修及保养服务、提供特许经营服务以及物业投资。,九龙新界葵涌兴芳路223号新都会广场第2座16楼,,1992-08-06,纺织、服饰及个人护理,,
H股,00322.XHKG,康师傅,康师傅控股,康师傅控股,TINGYI,康师傅控股有限公司,Tingyi (Cayman Islands) Holding Corp.,www.masterkong.com.cn,"康师傅控股有限公司是一家主要从事生产和销售方便麵和饮料的投资控股公司。该公司运营三个分部。方便麵分部从事生产和销售方便麵产品,包括双享桶、迷你桶和乾拌桶,以及Express速达麵馆系列产品。饮品分部提供不同种类的饮料,包括即饮茶,比如康师傅冰红茶和康师傅奶茶;碳酸饮料,比如百事可乐、美年达和七喜;果汁,比如冰糖雪梨;包装水;以及咖啡饮料、功能饮料和乳酸菌饮料,比如贝纳颂咖啡。其他分部的业务包括方便食品的生产和销售。",香港湾仔港湾道18号中环广场56楼5607室,,1996-02-05,食物饮品,,
