market_type,assets_id,assets_short_cn_name,assets_full_cn_name,party_short_cn_name,party_short_en_name,party_full_cn_name,party_full_en_name,party_url,description,location,founding_time,listing_time,section_tags,stakeholders
H股,01340.XHKG,惠生,惠生国际,惠生国际,HUISHENG INTL,惠生国际控股有限公司,Huisheng International Holdings Ltd.,www.hsihl.com,惠生国际控股有限公司是一家主要从事生猪养殖、生猪屠宰及猪肉产品销售业务的中国投资控股公司。该公司的主要产品包括热鲜猪肉、冷鲜猪肉、冷冻猪肉、副产品及加工猪肉，包括腊肉及香肠。该公司主要以“歪脖脖”为品牌进行销售。该公司还通过其子公司从事提供生猪养殖相关咨询服务业务。,香港湾仔告士打道171 – 172号安邦商业大厦8楼8A室,2011-09-30,2014-02-28,农业产品,,
H股,01341.XHKG,昊天建投,昊天国际建投,昊天国际建投,HAO TIAN INTL,昊天国际建设投资集团有限公司,Hao Tian International Construction Investment Group Limited,http://www.haotianint.com.hk,昊天国际建设投资集团有限公司(原名：焯升企业控股有限公司）是一家主要从事建筑机械相关业务的香港投资控股公司。该公司通过三个业务分部进行运营：建筑机械及备用零件销售分部、建筑机械租赁分部及提供机械运输服务分部。该公司提供的建筑机械主要包括履带吊机、升降工作台及地基建设设备等。该公司主要从位于西欧及北亚的发达国家及全球二手建筑机械销售商采购建筑机械。,香港湾仔港湾道6至8号瑞安中心25楼2510–2518室,2014-09-24,2015-12-10,工业工程,,
H股,01343.XHKG,伟源,伟源控股,伟源控股,WEI YUAN HLDG,伟源控股有限公司,Wei Yuan Holdings Limited,http://www.weiyuanholdings.com,"伟源控股有限公司是一家承包土木工程公用事业的新加坡公司。该公司在新加坡从事电力、电讯和污水处理行业的土木工程公用事业项目。其履行有关电力电缆、电讯电缆和下水道安装的合同工程。它还提供路面铣刨及重铺服务、辅助支援及其他服务,以及货品及研磨废料的销售。其路面铣刨及重铺服务包括制备新铣刨路面、铣刨及修补路面及涂装热塑性车道标线。其辅助支援及其他服务包括分包商支持服务以及车辆和设备的租赁。它还租赁其车辆和设备,包括原动机、低平板拖车、水车及安全缓冲车。",香港金钟道95号统一中心17楼B室,2019-05-15,2020-03-12,建筑,,
H股,01345.XHKG,中国先锋医药,中国先锋医药,中国先锋医药,PIONEER PHARM,中国先锋医药控股有限公司,China Pioneer Pharma Holdings Limited,http://www.pioneer-pharma.com/,中国先锋医药控股有限公司是一家主要从事医药产品及医疗器械综合营销、推广及渠道管理服务业务的投资控股公司。该公司通过两个业务分部进行运营。 眼科医药产品分部通过提供渠道管理服务及联合推广服务销售眼科医药产品。通过提供综合营销、推广及渠道管理服务销售的产品分部主要销售除眼科医药产品外的所有医药产品及医疗器械。该公司也通过其子公司从事化学品及医药产品制造业务。,香港铜锣湾勿地臣街1号时代广场二座31楼,2013-02-05,2013-11-05,医疗保健,,
H股,01346.XHKG,利华控股集团,利华控股集团,利华控股集团,LEVER STYLE,利华控股集团,Lever Style Corporation,http://www.leverstyle.com,"利华控股集团是一家主要从事服装贸易的投资控股公司。该公司提供衬衫、下装、西装、外套、运动休閒服、针织品、软织品及牛仔装等多服装类别的供应链解决方案。其供应链解决方案涵盖根据客户需求进行的时装设计,样本开发,技术方案,包含生产指示及规格的蓝图,用于协助合约加工商实现设计愿景,开发,布料及配套原材料采购,生产监督,质量监控以及交付及分销物流。",香港九龙观塘兴业街12号永泰中心7楼A76室,2019-02-27,2019-11-13,纺织及服饰,,
H股,01347.XHKG,华虹半导体,华虹半导体,华虹半导体,HUA HONG SEMI,华虹半导体有限公司,Hua Hong Semiconductor Limited,www.huahonggrace.com,华虹半导体有限公司是一家主要从事制造及销售半导体产品的中国投资控股公司。该公司的主要产品包括专业应用的200mm晶圆半导体、嵌入式非易失性存储器及功率器件。该公司的主要客户群体包括集成器件制造商、系统及无厂半导体公司。该公司的主要子公司包括Grace Semiconductor Manufacturing Corporation、上海华虹宏力半导体制造有限公司及上海华杰芯片技术服务有限公司。,香港中环夏悫道12号美国银行中心2212室,2005-01-21,2014-10-15,半导体,,
H股,01348.XHKG,滉达富,滉达富控股,滉达富控股,QUALI-SMART,滉达富控股有限公司,Quali-Smart Holdings Ltd.,www.quali-smart.com.hk,滉达富控股有限公司是一家主要从事制造及销售玩具业务的投资控股公司。该公司也从事数码出版业务及提供移动及网络应用程式解决方案。该公司还通过其子公司提供金融服务，包括证券经纪、证券孖展融资、投资顾问、企业融资顾问及资产管理服务等。,香港新界荃湾海盛路3号TML广场19楼C座,2012-03-14,2013-01-23,家庭电器及用品,,
H股,01349.XHKG,复旦张江,复旦张江,复旦张江,FUDANZHANGJIANG,上海复旦张江生物医药股份有限公司,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",www.fd-zj.com,"上海复旦张江生物医药股份有限公司是一家主要从事生物医药的研究开发、生产制造和市场营销业务的中国公司。该公司的产品包括盐酸氨酮戊酸外用散(商品名:艾拉)和注射用海姆泊芬(商品名:复美达),以及盐酸多柔比星脂质体注射液(商品名:里葆多)。其产品主要用于皮肤性病治疗和抗肿瘤治疗。该公司在国内市场开展业务。",香港中环康乐广场8号交易广场第三期19楼,1996-11-11,2002-08-13,医疗保健,,
H股,01353.XHKG,诺奇,诺奇,诺奇,NUOQI,福建诺奇股份有限公司,"Fujian Nuoqi Co., Ltd.",www.nuoqi.com.hk,福建诺奇股份有限公司是一家主要从事男士休闲服装设计、生产及零售业务的香港投资控股公司。其产品包括夹克、毛衣、衬衫、T恤、裤子、鞋及配饰等。其旗下自营品牌为“N&Q”。该公司通过直营百货公司专柜、加盟零售网点及网络店铺出售其产品。该公司主要在中国开展业务。,香港湾仔港湾道6至8号瑞安中心25楼2501–2509室,2004-10-14,2014-01-09,纺织、服饰及个人护理,,
H股,01355.XHKG,朸浚,朸浚国际,朸浚国际,LEGEND STRAT,朸浚国际集团控股有限公司,Legend Strategy International Holdings Group Company Limited,http://www.legend-strategy.com,朸濬国际集团控股有限公司是一家主要从事经济酒店运营业务的投资控股公司。该公司通过两个业务分部进行运营：酒店运营分部及提供酒店咨询服务分部。酒店运营分部从事酒店会员卡销售、酒店租赁及提供酒店管理服务。该公司还通过其子公司从事电视剧制作、一般贸易与投资业务。,香港湾仔港湾道26号华润大厦30楼3006 -10室,2011-02-23,2011-07-15,酒店、赌场及消闲设施,,
H股,01357.XHKG,美图,美图公司,美图公司,MEITU,美图公司,"Meitu, Inc.",http://www.meitu.com,"美图公司是一家主要从事提供在线广告及其他互联网增值服务、开发、制造及销售智能硬件产品的投资控股公司。该公司主要提供在线广告、高级订阅服务及应用内购买、互联网增值服务及其他等服务。该公司还销售美图魔镜、美图宜肤等硬件产品,提供皮肤专科在线健康问诊服务平台,如美图皮肤医生。该公司于国内市场及海外市场开展业务。",香港九龙柯士甸道西1号环球贸易广场81层8106B室,2013-07-25,2016-12-15,软件服务,,
H股,01358.XHKG,普华和顺,普华和顺,普华和顺,PW MEDTECH,普华和顺集团公司,PW Medtech Group Ltd.,www.pwmedtech.com,普华和顺集团公司是一家主要从事开发、制造及销售医疗器械业务的投资控股公司。该公司通过三个业务分部进行运营。输液器业务分部从事制造及销售输液器业务。骨科植入物业务分部从事制造及销售骨科植入物产品，包括创伤、脊椎及关节类产品。再生医用生物材料业务分部从事制造及销售再生医用生物材料产品业务。,香港湾仔皇后大道东183号合和中心54楼,2011-05-13,2013-11-08,医疗保健,,
H股,01359.XHKG,中国信达,中国信达,中国信达,CHINA CINDA,中国信达资产管理股份有限公司,"China Cinda Asset Management Co., Ltd.",www.cinda.com.cn,中国信达资产管理股份有限公司是一家主要从事提供提供金融服务以及经营不良资产的公司。公司及其子公司通过三大分部运营。金融服务部门主要从事提供银行、证券、保险、融资租赁及资产管理等金融服务。不良资产经营部门主要从事管理由收购不良债权产生的资产与债转股资产以及提供清算及受托服务。投资及资产管理部门从事私募基金以及其他特定行业企业的财务投资管理。,香港中环干诺道中1号友邦金融中心12楼,1999-04-19,2013-12-12,其他金融,,
H股,01360.XHKG,诺发,诺发集团,诺发集团,NOVA GROUP,诺发集团控股有限公司,NOVA Group Holdings Limited,http://www.novahldg.com,诺发集团控股有限公司（原名：Mega Expo Holdings Limited）是一家主要从事文化娱乐业务和展览业务的投资控股公司。公司从事文娱品牌塑造及管理、顾问咨询、市场推广、视听舞美设备系统集成及其解决方案、供应链金融、商业空间设计、实景整装等面向线下音乐实体的服务，以及提供展览展会服务。,香港金钟道88号太古广场一座9楼911至912室,2012-08-21,2013-11-06,媒体及娱乐,,
H股,01361.XHKG,361度,361度,361度,361 DEGREES,361度国际有限公司,361 Degrees International Lim,www.361sport.com,361度国际有限公司是一家主要从事制造及买卖体育用品，包括鞋类、服装及配饰业务的中国投资控股公司。该公司通过两个业务分部进行运营。361度产品-成人分部从事制造及买卖成人运动产品。361度产品-童装分部从事买卖童装运动产品。该公司还通过其子公司从事加油站运营业务。,香港湾仔港湾道1号会展广塲办公大楼16楼1609室,2008-08-01,2009-06-30,纺织、服饰及个人护理,,
H股,01362.XHKG,新龙移动,新龙移动,新龙移动,SIS MOBILE,新龙移动集团有限公司,SiS Mobile Holdings Limited,www.sismobile.com.hk,新龙移动集团有限公司是一家主要从事销售及分销移动电话及相关产品业务的香港投资控股公司。该公司销售的主要电话品牌包括三星、黑莓、华硕、宏基及中兴。其主要客户包括香港的批发客户、电信服务运营商及连锁零售商。该公司的主要子公司包括Synergy Technologies (Asia) Limited、Qool International Limited和日佳有限公司。,香港九龙观塘鸿图道1号3118,2014-07-04,2015-01-15,资讯科技器材,,
H股,01363.XHKG,中滔环保,中滔环保,中滔环保,CTEG,中滔环保集团有限公司,CT Environmental Group Ltd.,www.chongto.com,中滔环保集团有限公司是一家主要从事环保业务的投资控股公司。该公司包括七个业务部门。供应工业用水部门从事工业用水供应业务。污水处理厂营运服务部门根据建设-拥有-经营（BOO）协议经营污水处理厂。建设-经营-转让（BOT）项目建设及营运服务部门根据BOT协议经营污水及固体废物处理厂。供热服务部门提供供热服务。污泥及固体废物处理服务部门提供污泥及固体废物处理服务。委托营运服务部门运营公司相关业务。危险废物处理服务部门提供危险废物处理服务。,香港九龙长沙湾道833号长沙湾广场1期8楼807室,2010-11-30,2013-09-25,公用事业,,
H股,01365.XHKG,润东,润东汽车,润东汽车,RUNDONG AUTO,中国润东汽车集团有限公司,China Rundong Auto Group Limited,www.rundong.com.cn,中国润东汽车集团有限公司（原名：中国绿地润东汽车集团有限公司）是一家主要从事汽车销售及相关服务业务的中国投资控股公司。该公司主要在江苏、山东、浙江以及上海开展业务。该公司经营的汽车品牌主要包括玛莎拉蒂、法拉利、宝马、MINI、捷豹、路虎、奥迪、雷克萨斯、凯迪拉克、克莱斯勒、别克、现代、福特、雪佛兰、上海大众、起亚等品牌。该公司还通过其子公司从事提供汽车保险、汽车融资及汽车租赁服务。,香港皇后大道东183号合和中心54楼,2014-01-15,2014-08-12,汽车,,
H股,01366.XHKG,江南,江南集团,江南集团,JIANGNAN GP,江南集团有限公司,Jiangnan Group Ltd.,www.jiangnangroup.com,江南集团有限公司是一家主要从事制造及买卖输配电系统以及电气装备用电线电缆业务的投资控股公司。该公司主要通过四个业务分部进行运营：电力电缆分部、电气装备用电线电缆分部、裸电线分部及特种电缆分部。特种电缆包括橡套电缆、防火软电缆及其他电缆。该公司还通过其子公司从事制造及买卖阴极铜、铝合金及倍容量导线业务。,香港新界沙田安耀街2号新都广场23楼09室,2011-01-04,2012-04-20,工业工程,,
H股,01367.XHKG,广州基金,广州基金国际控股,广州基金国际控股,SFUND INTL HLDG,广州基金国际控股有限公司,SFund International Holdings Limited,www.1367.com.hk,广州基金国际控股有限公司（原名：恒宝企业控股有限公司）是一家主要从事成衣产品贸易业务的香港投资控股公司。该公司也从事提供成衣供应链管理服务，包括原材料采购、产品设计及开发、第三方制造、生产管理、质量控制及社会合规监控等服务。该公司的产品主要出口到美国。,香港湾仔道 23号鹰君中心 9楼 904-5室,2013-09-30,2014-07-11,纺织、服饰及个人护理,,
H股,01368.XHKG,特步,特步国际,特步国际,XTEP INTL,特步国际控股有限公司,Xtep International Holdings Limited,www.xtep.com.hk,特步国际控股有限公司主要从事体育用品包括鞋履、服装及配饰的设计、开发、制造、销售、市场推广及品牌管理业务。该公司主要以“特步”为品牌进行销售。该公司还通过其子公司从事投资控股活动。该公司的主要子公司包括特步国际发展有限公司、柯林（福建）服饰有限公司、特步体育用品有限公司及厦门特步投资有限公司。,香港九龙九龙湾宏光道1号亿京中心A座27楼A室,2007-04-10,2008-06-03,纺织、服饰及个人护理,,
H股,01369.XHKG,五洲,五洲国际,五洲国际,WUZHOU INTL,五洲国际控股有限公司,Wuzhou International Holdings Limited,http://www.wz-china.com,五洲国际控股有限公司是一家主要从物业相关业务的投资控股公司。该公司主要通过三个业务分部进行运营。物业开发分部从事物业开发及销售业务。物业管理及投资分部从事商业管理、管理服务、物业咨询服务以及物业投资以获取租金收入及资本增值。其他分部从事客户贷款、百货店经营及咨询服务业务。该公司还通过其子公司从事贸易业务。,香港中环都爹利街11号律敦治中心律敦治大厦18楼1802室,2010-06-22,2013-06-13,地产,,
H股,01370.XHKG,奥威,奥威控股,奥威控股,AOWEI HOLDING,奥威控股有限公司,Aowei Holding Limited,www.aoweiholding.com,奥威控股有限公司（原名：恒实矿业投资有限公司）主要从事铁矿石勘探、开采、选矿及销售业务。该公司的产品主要包括铁矿石、富粉及铁精矿。该公司也通过其子公司从事投资控股活动。该公司拥有并营运孤坟矿场、旺儿沟矿场、栓马桩矿场及支家庄矿场，这四个铁矿场均位于河北省涞源县。,香港湾仔皇后大道东248号阳光中心40楼,2011-01-14,2013-11-28,一般金属及矿石,,
H股,01371.XHKG,华彩,华彩控股,华彩控股,CHINA LOTSYN,华彩控股有限公司,China LotSynergy Holdings Limited,www.chinalotsynergy.com,华彩控股有限公司是一家主要从事提供彩票系统、终端设备、游戏产品相关技术及运营服务业务的投资控股公司。该公司的主要产品包括视频彩票、电脑票与基诺型彩票，以及新媒体彩票。该公司也通过其子公司从事财务管理及在中国提供电信增值相关的新媒体销售及市场平台业务。,香港湾仔港湾道1号会议展览广场办公大楼3308室,2000-09-13,2001-10-26,酒店、赌场及消闲设施,,
H股,01372.XHKG,比速科技,比速科技,比速科技,BISU TECH,比速科技集团国际有限公司,Bisu Technology Group International Limited,www.bisu-tech.com,比速科技集团国际有限公司（旧名：怡益控股有限公司）是一家主要从事土木工程建筑业务的香港投资控股公司。该公司主要通过两个业务分部进行运营。土木工程及建造分部从事土木工程项目、楼宇建造及维护业务。汽车发动机分部从事开发、生产及销售汽车发动机业务。该公司还通过其子公司从事基建设备租赁及提供公司管理服务业务。,香港干诺道中111号永安中心10楼1001室,2012-04-30,2013-12-11,汽车,,
H股,01373.XHKG,家居零售,国际家居零售,国际家居零售,IH RETAIL,国际家居零售有限公司,International Housewares Retail Company Limited,http://www.jhc.com.hk,国际家居零售有限公司是一家主要从事家居品零售业务的投资控股公司。该公司主要以“JHC日本城”、“123 by ELLA”、“生活提案”、“文具世代”、“厨之乐”、“日本之家”及“JHC网购”等品牌进行家居日用品销售活动。该公司通过三个业务分部进行运营：零售分部、批发分部、特许经营及其他分部。该公司还通过其子公司从事发放特许经营权、物业投资及提供企业管理服务业务。,香港黄竹坑业兴街11号南汇广场B座20楼,2013-04-18,2013-09-25,家庭电器及用品,,
H股,01375.XHKG,中州证券,中州证券,中州证券,CC SECURITIES,中原证券股份有限公司,"Central China Securities Co., Ltd.",www.ccnew.com,中原证券股份有限公司主要从事金融相关业务。该公司有八个业务分部。证券经纪分部从事证券交易与经纪业务。期货经纪分部从事期货交易与经纪以及期货相关服务业务。融资融券分部从事融资融券业务。投资银行分部提供企业融资及财务顾问服务。自营交易分部从事金融产品交易业务。投资与资产管理分部从事直接投资业务和基金相关业务、投资组合管理及维护业务，以及投资顾问服务。境外业务分部主要从事经纪、孖展融资、买卖投资及财务策划业务。其他业务分部从事总部相关运营业务。,香港湾仔皇后大道东248号阳光中心40楼,2002-11-08,2014-06-25,其他金融,,
H股,01376.XHKG,RAFFLESINTERIOR,RAFFLESINTERIOR,RAFFLESINTERIOR,RAFFLESINTERIOR,Raffles Interior Limited,Raffles Interior Limited,http://www.rafflesinterior.com,"Raffles Interior Ltd是一家总部位于新加坡的室内装修服务提供商。该公司的室内装修服务包括室内装修项目的项目管理及施工管理;室内装修工程建造及安装;定制、制造及供应粗╱细木器及室内设备,并在特定情况下维修保养其承接的项目。该公司为私营商业部门的不同类型场所提供装修服务,包括新加坡的办公场所和轻工业物业。作为室内装修项目的项目和施工经理,该公司于服务开始起至交付竣工证书期间,对项目进行规划、协调、现场监察及监督,以及于保修期跟进修正瑕疵。",香港皇后大道东183号合和中心54楼,2019-01-07,2020-05-07,建筑,,
H股,01378.XHKG,中国宏桥,中国宏桥,中国宏桥,CHINAHONGQIAO,中国宏桥集团有限公司,China Hongqiao Group Limited,www.hongqiaochina.com,中国宏桥集团有限公司是一家主要从事生产与销售铝制品业务的中国投资控股公司。该公司的主要产品包括液态铝合金、铝合金锭、铝母线及铝合金加工产品。该公司主要在中国大陆、香港、英属处女群岛、印尼及开曼群岛开展业务。该公司还通过其子公司从事铝矾土贸易、融资租赁、环境保护与监督业务。,香港中环皇后大道中99 号中环中心5108 室,2010-02-09,2011-03-24,一般金属及矿石,,
H股,01380.XHKG,中国金石,中国金石,中国金石,CHI KINGSTONE,中国金石矿业控股有限公司,China Kingstone Mining Holdings Limited,www.kingstonemining.com,中国金石矿业控股有限公司是一家主要从事开采、加工及买卖大理石材及大理石相关产品业务的中国投资控股公司。该公司拥有及经营的矿山包括张家坝矿山及土基寺矿山。该公司的主要产品包括米黄色大理石板材和荒料。该公司还通过其子公司从事建筑幕墙工程设计与施工业务及建筑装修装饰业务。,香港九龙科学馆道1号康宏广场北座18楼14室,2010-03-29,2011-03-18,一般金属及矿石,,
H股,01381.XHKG,粤丰环保,粤丰环保,粤丰环保,CANVEST ENV,粤丰环保电力有限公司,Canvest Environmental Protection Group Co. Ltd.,http://www.canvestenvironment.com,粤丰环保电力有限公司是一家主要从事开发、管理及营运垃圾焚烧发电厂的投资控股公司。该公司还通过其子公司从事提供咨询服务、人力资源与行政服务。,香港九龙柯士甸道西一号环球贸易广场68楼6803B室,2014-01-28,2014-12-29,公用事业,,
H股,01382.XHKG,互太纺织,互太纺织,互太纺织,PACIFICTEXTILES,互太纺织控股有限公司,Pacific Textiles Holdings Ltd.,http://www.pacific-textiles.com,互太纺织控股有限公司是一家主要从事制造及买卖纺织品业务的香港投资控股公司。该公司的生产设施主要位于中国大陆和越南。该公司主要在香港、澳门、中国大陆、越南、斯里兰卡开展业务。该公司的产品和服务包括针织、提花、印染及整理服务。,香港新界葵涌大连排道48-56号东海工业大厦B座7楼,2004-10-12,2007-05-18,纺织、服饰及个人护理,,
H股,01383.XHKG,太阳城,太阳城集团,太阳城集团,SUNCITY GROUP,太阳城集团控股有限公司,Suncity Group Holdings Limited,http://www.suncitygroup.com.hk,太阳城集团控股有限公司是一家主要从事物业开发业务的投资控股公司。该公司通过三个业务分部进行运营。物业开发分部在中国从事开发及销售写字楼、住宅及零售物业。物业租赁分部租赁零售物业以赚取租金及管理费收入和获取长期物业升值收益。酒店顾问服务分部提供顾问服务以赚取服务收入。,香港干诺道中168–200号信德中心西座17楼1705室,2006-07-20,2007-02-22,酒店、赌场及消闲设施,,
H股,01385.XHKG,上海复旦,上海复旦,上海复旦,SHANGHAI FUDAN,上海复旦微电子集团股份有限公司,Shanghai Fudan Microelectronics Group Company Limited,www.fmsh.com,上海复旦微电子集团股份有限公司主要从事集成电路（IC）相关业务。该公司通过两个业务分部进行运营：设计、开发及销售集成电路分部及提供集成电路测试服务分部。该公司还通过其子公司从事制造探针卡、开发及销售电脑软件、硬件、电子产品及通讯系统，以及提供投资管理与咨询服务、IC技术研究和咨询服务以及计算机网络技术研究和咨询服务。,中国上海市邯郸路220号,1998-07-10,2000-08-04,半导体,,
H股,01386.XHKG,国投,国投集团控股,国投集团控股,VESTATE GROUP,国投集团控股有限公司,Vestate Grou Holdings Limited,www.vestategroup.com,国投集团控股有限公司（原名：盈进集团控股有限公司）是一家主要从事鞋类的发展和零售业务的投资控股公司。该公司通过三大分部经营：香港分部、中国大陆分部及台湾分部。该公司主要通过自营零售店、百货公司特许经销点及特许经营店铺销售自有品牌A+A2、ACUPUNCTURE、ARTEMIS、COUBER.G、FORLERIA、 TRU-NARI 和WALACI等品牌鞋类产品。该公司还通过MORTTO 和 MY WALKER两个品牌进行网络销售。该公司也通过其子公司从事持有商标及持有物业业务。,香港九龙九龙湾宏光道一号亿京中心A座22楼E室,2006-11-10,2007-06-07,纺织、服饰及个人护理,,
H股,01387.XHKG,中国地利,中国地利,中国地利,CHINA DILI,中国地利集团,China Dili Group,http://www.diligrp.com,中国地利集团（原名：人和商业控股有限公司）是一家主要从事农产品批发市场经营业务的中国公司。该公司在齐齐哈尔、哈尔滨、牡丹江、沈阳、寿光、贵阳和杭州等7个城市运营10个农产品批发市场。其市场主要功能包括蔬菜、水果、海产、冷冻食品、粮油及其他农副产品的批发和零售。该公司主要在中国国内开展业务。,香港湾仔港湾道26号华润大厦42楼4205-10室,2007-11-20,2008-10-22,地产,,
H股,01388.XHKG,安莉芳,安莉芳控股,安莉芳控股,EMBRY HOLDINGS,安莉芳控股有限公司,Embry Holdings Limited,www.embrygroup.com,安莉芳控股有限公司是一家主要从事制造及销售女性内衣业务的香港投资控股公司。该公司的主要产品包括胸罩、内裤、束身衣、泳衣、运动服、睡衣、袜裤和孕妇哺乳内衣等。该公司的主要内衣品牌包括“安莉芳”、“芬狄诗”、Comfit、Iiza Cheng、E-BRA、IVU以及“安朵”等。该公司还通过其子公司从事物业投资及商标持有业务。,香港新界葵涌大连排道200号伟伦中心2期7楼,2006-08-29,2006-12-18,纺织、服饰及个人护理,,
H股,01389.XHKG,美捷汇,美捷汇控股,美捷汇控股,MAJOR HLDGS,美捷汇控股有限公司,Major Holdings Ltd.,www.majorcellar.com,美捷汇控股有限公司是一家主要从事分销葡萄酒、烈性酒及葡萄酒配套产品业务的香港投资控股公司。该公司的主要产品包括红酒、白酒、葡萄气酒、烈酒、葡萄酒配套产品等。该公司的主要子公司包括Beyond Elite、美酒汇和Credit Major Company Limited。,香港九龙尖沙咀海港城环球金融中心南座509-10室,2013-04-02,2014-01-10,食物饮品,,
H股,01393.XHKG,恒鼎实业,恒鼎实业,恒鼎实业,HIDILI INDUSTRY,恒鼎实业国际发展有限公司,Hidili Industry International Development Limited,www.hidili.com.cn,恒鼎实业国际发展有限公司是一家主要从事煤炭开采相关业务的中国投资控股公司。该公司主要通过两个业务分部进行运营。煤炭开采分部从事生产及销售精煤及其副产品业务。其他分部从事制造及销售生铁及其他产品业务。该公司还通过其子公司从事洗煤、煤矿经营及发展业务。,香港湾仔菲林明道8号大同大厦13楼1306室,2006-09-01,2007-09-21,煤炭,,
H股,01395.XHKG,强泰环保,强泰环保,强泰环保,ELL ENV,强泰环保控股有限公司,ELL Environmental Holdings Ltd.,www.ellhk.com,"强泰环保控股有限公司是一家主要从事污水处理设施的建造及运营业务的中国投资控股公司。该公司主要通过建设-运营-转让(BOT)方式开展业务,包括规划与设计污水处理设施、采购设备及材料、监督设施建设,以及在长期特许经营期内持续运营及维修设施业务。该公司的业务范围主要包括市政、工业及重金属污水处理。",香港华兰路20号华兰中心7楼5室,2014-02-25,2014-09-26,公用事业,,
H股,01396.XHKG,粤港湾,粤港湾控股,粤港湾控股,GD – HKGBA HLDGS,粤港湾控股有限公司,Guangdong – Hong Kong Greater Bay Area Holdings Limited,www.hydoo.com.cn,粤港湾控股有限公司(原名:毅德国际控股有限公司)主要从事开发及运营商贸物流中心业务。该公司主要在中国的三四线城市及部分二线城市开展业务。该公司还通过其子公司从事投资管理、投资控股、融资租赁、电子商务、酒店管理、建筑材料贸易及开发、销售及运营住宅物业业务。,香港九龙海港城港威大厦英国 保诚保险大楼23楼2305室,2010-10-19,2013-10-31,地产,,
H股,01397.XHKG,碧瑶绿色,碧瑶绿色集团,碧瑶绿色集团,BAGUIO GREEN,碧瑶绿色集团有限公司,Baguio Green Group Limited,www.baguio.com.hk,碧瑶绿色集团有限公司主要从事提供清洁及环保服务的香港投资控股公司。该公司主要通过四个业务分部进行运营：清洁服务业务分部、园艺服务业务分部、虫害管理服务分部及废物处理及回收服务分部。该公司还通过其子公司从事发展及勘探绿色科技产品，以及提供植物培育及汽车维修服务业务。,香港九龙荔枝角琼林街93号龙翔工业大厦4楼A室,2013-11-08,2014-05-22,支援服务,,
H股,01398.XHKG,工商银行,工行,工商银行,ICBC,中国工商银行股份有限公司,Industrial and Commercial Bank of China Ltd.,www.icbc-ltd.com,"中国工商银行股份有限公司是一家主要从事银行及相关金融业务的中国公司。该行主要经营公司金融业务、个人金融业务和资金业务三个部门。公司金融业务部门向公司客户、政府机构和金融机构提供金融产品和服务,包括贷款、贸易融资、存款、对公理财及托管等。个人金融业务部门向个人客户提供金融产品和服务,包括个人贷款、存款、银行卡业务及个人理财等。资金业务部门包括货币市场业务、证券投资业务、自营及代客外汇买卖和衍生金融工具业务等。该公司于国内市场及海外市场开展业务。",香港中环花园道3号中国工商银行大厦33楼,1985-11-22,2006-10-27,银行,,
H股,01399.XHKG,飞毛腿,飞毛腿,飞毛腿,SCUD GROUP,飞毛腿集团有限公司,Scud Group Ltd.,www.scudgroup.com,飞毛腿集团有限公司是一家主要从事电池及充电产品制造及销售业务的香港投资控股公司。该公司通过三大分部运营。原厂设计及配套业务分部为国内外品牌手机及平板电脑制造商制造及供应锂离子电池模组、移动电源及有关配件。自有品牌业务分部制造及销售 “飞毛腿”及“超力通”品牌的锂离子电池模组、移动电源、电池管理模组及有关配件。其他分部销售原材料及半成品。该公司主要在中国经营业务。,香港铜锣湾礼顿道77号礼顿中心10楼1017室,2006-07-20,2006-12-21,工业工程,,
H股,01400.XHKG,满地科技股份,满地科技股份,满地科技股份,MOODY TECH HLDG,满地科技股份有限公司,Moody Technology Holdings Limited,http://www.moodytech-holdingltd.com,满地科技股份有限公司（原名：宏太控股有限公司）是一家主要从事休闲面料及纱线的设计、研发、生产和销售业务的中国公司。该公司主要在中国市场开展业务。,香港上环德辅道中199号无限极广场20楼,2013-04-29,2014-04-25,纺织、服饰及个人护理,,
H股,01401.XHKG,SPROCOMM INTEL,SPROCOMM INTEL,SPROCOMM INTEL,SPROCOMM INTEL,Sprocomm Intelligence Limited,Sprocomm Intelligence Limited,http://www.sprocomm.com,Sprocomm Intelligence Limited是一家主要从事按原设计制造商基准研发、设计、制造及销售手机、印刷电路板组装及物联网相关产品的投资控股公司。该公司的主要产品包括智能手机、功能型手机、印刷电路板组装及物联网相关产品。该公司于国内市场及国外市场如印度、泰国、亚洲及其他国家和地区开展业务。,香港九龙尖沙咀加连威老道41C号嘉威大厦12楼A室,2018-08-15,2019-11-13,工业工程,,
H股,01402.XHKG,超智能,超智能控股,超智能控股,I-CONTROL,超智能控股有限公司,i-Control Holdings Limited,http://www.i-controlholdings.com,本集团的主要业务为供应视像会议及多媒体影音解决方案服务。,香港九龙观塘海滨道133 号万兆丰中心12 楼A及B室,2014-08-21,2015-05-27,软件服务,,
H股,01410.XHKG,安领,安领国际,安领国际,EDVANCE INTL,安领国际控股有限公司,Edvance International Holdings Limited,http://www.edvancesecurity.com,"该公司及其附属公司是IT安全解决方案增值分销商,分销IT安全产品及提供相关IT安全服务。",香港九龙观塘创业街15号万泰利广场39楼,2016-07-07,2017-04-19,软件服务,,
