market_type,assets_id,assets_short_cn_name,assets_full_cn_name,party_short_cn_name,party_short_en_name,party_full_cn_name,party_full_en_name,party_url,description,location,founding_time,listing_time,section_tags,stakeholders
数字货币,AION.XCC,AION,,aion,AION,,Aion,https://aion.network/,,,2017-10-19,,区块链POW,
数字货币,GNO.XCC,GNO,,gnosis,GNO,,Gnosis,https://gnosis.pm/,,,2017-04-24,,区块链市场预测,
数字货币,AE.XCC,AE,,阿姨币,AE,,Aeternity,https://www.aeternity.com/,,,2016-12-26,,"区块链物联网,区块链DAPP,区块链公链",
数字货币,STRAT.XCC,STRAT,,Stratis,STRAT,,Stratis,http://stratisplatform.com/,,,2016-08-06,,"区块链DAPP,区块链公链,区块链POS",
数字货币,ENG.XCC,ENG,,enigma,ENG,,Enigma,https://enigma.co/,,,2017-10-14,,区块链算力,
数字货币,ABBC.XCC,ABBC,,Alibabacoin,ABBC,,Alibabacoin,https://abbccoin.com/,,,2018-10-13,,区块链支付,
数字货币,SYS.XCC,SYS,,系统币,SYS,,SysCoin,http://syscoin.org,,,2014-08-16,,区块链公链,
数字货币,MLN.XCC,MLN,,melon,MLN,,Melon,https://melonport.com/,,,2017-02-15,,区块链DeFi,
数字货币,ARK.XCC,ARK,,ark,ARK,,Ark,http://ark.io/,,,2017-05-24,,区块链公链,
数字货币,NRG.XCC,NRG,,Energi,NRG,,Energi,https://www.energi.world/,,,2018-08-23,,区块链POS,
数字货币,WICC.XCC,WICC,,维基币,WICC,,WaykiChain,https://www.waykichain.com/,,,2018-01-05,,"区块链公链,区块链DeFi",
数字货币,ETN.XCC,ETN,,Electroneum,ETN,,Electroneum,http://electroneum.com/,,,2017-11-03,,区块链支付,
数字货币,SWTH.XCC,SWTH,,Switcheo,SWTH,,Switcheo,https://switcheo.network/,,,2018-04-01,,区块链DeFi,
数字货币,GXC.XCC,GXC,,公信宝,GXC,,GXChain,https://www.gxb.io,,,2017-06-15,,"区块链资产交易,区块链数据经济,区块链公链",
数字货币,BHT.XCC,BHT,,币核,BHT,,BHEX Token,https://www.hbtc.com/,,,2018-12-28,,交易所平台币,
数字货币,NULS.XCC,NULS,,纳世,NULS,,NULS,http://nuls.io/,,,2017-10-26,,区块链公链,
数字货币,ELA.XCC,ELA,,亦来云,ELA,,Elastos,https://www.elastos.org/,,,2018-02-01,,"区块链公链,区块链POW",
数字货币,SOLVE.XCC,SOLVE,,SOLVE token,SOLVE,,SOLVE token,https://solve.care/,,,2019-02-05,,区块链公共服务,
数字货币,BHP.XCC,BHP,,算力币,BHP,,BHP Coin,https://www.bhpa.io/,,,2018-12-12,,区块链算力,
数字货币,DATA.XCC,DATA,,Streamr DATAcoin,DATA,,Streamr DATAcoin,https://www.streamr.com/,,,2017-11-04,,"区块链物联网,区块链数据经济",
数字货币,ELF.XCC,ELF,,ælf,ELF,,ælf,http://aelf.io/,,,2017-12-22,,"区块链公链,区块链POS",
数字货币,LOOM.XCC,LOOM,,Loom Network,LOOM,,Loom Network,https://loomx.io/,,,2018-03-15,,区块链DAPP,
数字货币,UQC.XCC,UQC,,Uquid Coin,UQC,,Uquid Coin,https://uquidcoin.com/,,,2017-12-14,,区块链支付,
数字货币,BHD.XCC,BHD,,比特硬币,BHD,,BitcoinHD,http://www.btchd.org/,,,2018-07-11,,区块链存储,
数字货币,AGI.XCC,AGI,,SingularityNET,AGI,,SingularityNET,https://singularitynet.io/,,,2018-01-18,,区块链AI人工智能,
数字货币,AST.XCC,AST,,AirSwap,AST,,AirSwap,https://www.airswap.io/,,,2017-10-18,,"区块链资产交易,区块链DeFi",
数字货币,LAMB.XCC,LAMB,,Lambda,LAMB,,Lambda,https://www.lambdastorage.com/,,,2019-01-03,,"区块链存储,区块链IEO",
数字货币,RCN.XCC,RCN,,RCN,RCN,,RCN,https://ripiocredit.network/,,,2017-10-27,,区块链公链,
数字货币,SERO.XCC,SERO,,超零币,SERO,,Super Zero,https://sero.cash/,,,2019-06-30,,"区块链隐私,区块链IEO",
数字货币,BLZ.XCC,BLZ,,Bluzelle,BLZ,,Bluzelle,https://bluzelle.com/,,,2018-02-07,,"区块链存储,区块链数据经济",
数字货币,REQ.XCC,REQ,,Request Network,REQ,,Request Network,https://request.network/,,,2017-10-21,,区块链支付,
数字货币,PIVX.XCC,PIVX,,普维币,PIVX,,PIVX,http://www.pivx.org,,,2016-01-30,,"区块链隐私,区块链POS",
数字货币,EDO.XCC,EDO,,Eidoo,EDO,,Eidoo,https://eidoo.io/,,,2017-10-18,,"区块链资产交易,区块链DeFi",
数字货币,MX.XCC,MX,,抹茶,MX,,MX Token,https://www.mxc.ai,,,2018-06-30,,交易所平台币,
数字货币,QSP.XCC,QSP,,Quantstamp,QSP,,Quantstamp,https://quantstamp.com/,,,2017-11-22,,区块链公共服务,
数字货币,TRUE.XCC,TRUE,,初链,TRUE,,TrueChain,http://www.truechain.pro,,,2018-01-16,,区块链公链,
数字货币,AGRS.XCC,AGRS,,IDNI Agoras,AGRS,,IDNI Agoras,http://www.idni.org/,,,--,,区块链社交通讯,
数字货币,FUN.XCC,FUN,,FunFair,FUN,,FunFair,https://www.funfair.io/,,,2017-06-28,,"区块链市场预测,区块链广告娱乐",
数字货币,FSN.XCC,FSN,,Fusion,FSN,,Fusion,https://fusion.org/,,,2018-02-17,,区块链公共服务,
数字货币,WTC.XCC,WTC,,沃尔顿链,WTC,,Walton,http://www.waltonchain.org/,,,2017-08-28,,"区块链物联网,区块链公链",
数字货币,ZT.XCC,ZT,,ZBG Token,ZT,,ZBG Token,https://www.zbg.com/,,,2018-07-25,,交易所平台币,
数字货币,CTXC.XCC,CTXC,,Cortex,CTXC,,Cortex,http://cortexlabs.ai/,,,2018-04-17,,区块链AI人工智能,
数字货币,NAS.XCC,NAS,,星云链,NAS,,Nebulas,https://nebulas.io/,,,2017-08-30,,区块链公链,
数字货币,RDN.XCC,RDN,,雷电网络,RDN,,RDN,https://raiden.network/,,,2017-11-09,,"区块链侧链,区块链POS",
数字货币,DENT.XCC,DENT,,Dentcoin,DENT,,Dentcoin,https://www.dentwireless.com/,,,2017-08-13,,区块链数据经济,
数字货币,XSN.XCC,XSN,,StakeNet,XSN,,StakeNet,https://stakenet.io,,,2018-04-12,,区块链资产交易,
数字货币,GAS.XCC,GAS,,Gas,GAS,,Gas,https://neo.org/,,,2017-11-15,,区块链公链,
数字货币,CRPT.XCC,CRPT,,Crypterium,CRPT,,Crypterium,https://crypterium.com/,,,2018-01-23,,区块链支付,
数字货币,CND.XCC,CND,,Cindicator,CND,,Cindicator,https://cindicator.com/,,,2017-10-14,,区块链AI人工智能,
数字货币,POLY.XCC,POLY,,Polymath Network,POLY,,Polymath Network,https://www.polymath.network/,,,2018-02-03,,区块链DeFi,
数字货币,PPT.XCC,PPT,,Populous,PPT,,Populous,http://populous.co/,,,2017-07-11,,区块链资产交易,
数字货币,TAU.XCC,TAU,,Lamden,TAU,,Lamden,https://www.lamden.io/,,,2018-01-05,,区块链公共服务,
数字货币,GBYTE.XCC,GBYTE,,字节雪球,GBYTE,,Obyte,https://obyte.org/,,,2016-12-25,,"区块链社交通讯,区块链支付,区块链资产交易",
数字货币,NIM.XCC,NIM,,网络币,NIM,,Nimiq,https://nimiq.com/,,,2017-06-11,,区块链支付,
数字货币,FCT.XCC,FCT,,公证通,FCT,,Factom,http://factom.org/,,,2015-09-05,,"区块链内容版权,区块链数据经济,区块链公证防伪",
数字货币,DRGN.XCC,DRGN,,龙链,DRGN,,Dragonchain,https://dragonchain.com/,,,2017-12-04,,区块链公链,
数字货币,NXS.XCC,NXS,,Nexus,NXS,,Nexus,http://www.nexusearth.com/,,,2015-01-26,,区块链公链,
数字货币,QASH.XCC,QASH,,Quoine,QASH,,QASH,https://www.liquid.com/,,,2017-11-22,,交易所平台币,
数字货币,ABT.XCC,ABT,,区块基石,ABT,,ArcBlock,https://www.arcblock.io/,,,2018-02-27,,区块链公链,
数字货币,NEW.XCC,NEW,,牛顿,NEW,,Newton,https://www.newtonproject.org/,,,2019-04-16,,区块链IEO,
数字货币,YOYOW.XCC,YOYOW,,YOYOW,YOYOW,,YOYOW,https://yoyow.org/,,,2017-08-20,,区块链内容版权,
数字货币,MED.XCC,MED,,Medibloc,MED,,Medibloc,https://medibloc.org/en/,,,2017-12-23,,区块链公共服务,
数字货币,WABI.XCC,WABI,,蛙币,,Tael,https://taelpay.com/,,,2017-12-13,,区块链公证防伪,
数字货币,ADX.XCC,ADX,,AdEx,ADX,,AdEx,https://www.adex.network/,,,2017-06-30,,区块链广告娱乐,
数字货币,DT.XCC,DT,,龙币,DT,,Dragon Token,https://dragonex.io/,,,2017-11-02,,交易所平台币,
数字货币,ETP.XCC,ETP,,元界,ETP,,Metaverse ETP,https://mvs.org/,,,2017-02-11,,"区块链公链,区块链智能合约",
数字货币,CVC.XCC,CVC,,Civic,CVC,,Civic,https://www.civic.com/,,,2017-07-18,,区块链公证防伪,
数字货币,NXT.XCC,NXT,,未来币,NXT,,Nxt,https://nxt.org/,,,2013-11-24,,"区块链比特币山寨,区块链POS,区块链智能合约",
数字货币,BIKI.XCC,BIKI,,BIKI Token,BIKI,,BIKI Token,https://www.biki.com/,,,2018-08-07,,交易所平台币,
数字货币,ACT.XCC,ACT,,A链,ACT,,Achain,https://www.achain.com/,,,2017-08-27,,"区块链公链,区块链智能合约",
数字货币,MTL.XCC,MTL,,Metal,MTL,,Metal,https://www.metalpay.com/,,,2017-07-10,,"区块链支付,区块链资产交易",
数字货币,CMT.XCC,CMT,,草莓糖,CMT,,CyberMiles,https://www.cybermiles.io,,,2017-12-07,,区块链公链,
数字货币,SBD.XCC,SBD,,Steem Dollars,SBD,,Steem Dollars,https://steem.io/,,,2016-07-18,,区块链稳定币,
数字货币,NAV.XCC,NAV,,纳瓦霍币,NAV,,NAV Coin,http://www.navcoin.org/,,,2014-07-06,,区块链POS,
数字货币,SKY.XCC,SKY,,天空币,SKY,,Skycoin,https://www.skycoin.com/,,,2015-03-17,,区块链比特币山寨,
数字货币,EMC2.XCC,EMC2,,锿币,EMC2,,Einsteinium,https://www.emc2.foundation/,,,2014-03-01,,区块链公共服务,
数字货币,TEL.XCC,TEL,,Telcoin,TEL,,Telcoin,https://www.telco.in/,,,2018-01-14,,区块链公共服务,
数字货币,HPB.XCC,HPB,,芯链,HPB,,HPB,https://www.hpb.io/,,,2018-02-07,,区块链公链,
数字货币,1ST.XCC,1ST,,第一滴血,1ST,,FirstBlood,https://firstblood.io/,,,2016-09-26,,区块链游戏,
数字货币,GNX.XCC,GNX,,Genaro Network,GNX,,Genaro Network,https://genaro.network/en,,,2017-12-18,,区块链存储,
数字货币,SAN.XCC,SAN,,Santiment Network Token,SAN,,Santiment Network Token,https://santiment.net/,,,2017-07-13,,区块链AI人工智能,
数字货币,WT.XCC,WT,,瓦特币,WT,,WBF Token,https://www.wbfex.com/,,,2019-06-10,,交易所平台币,
数字货币,GVT.XCC,GVT,,Genesis Vision,GVT,,Genesis Vision,https://genesis.vision/,,,2017-11-16,,区块链DeFi,
数字货币,DAC.XCC,DAC,,达芬奇,DAC,,Davinci Coin,https://www.davinci.vision/,,,2018-06-26,,区块链广告娱乐,
数字货币,PAY.XCC,PAY,,TenX,PAY,,TenX,https://www.tenx.tech/,,,2017-07-27,,区块链支付,
数字货币,NEBL.XCC,NEBL,,Neblio,NEBL,,Neblio,https://nebl.io/,,,2017-09-13,,"区块链DAPP,区块链公链",
数字货币,BIX.XCC,BIX,,BIX Token,BIX,,BIX Token,https://www.bibox.com,,,2017-12-24,,交易所平台币,
数字货币,ECA.XCC,ECA,,Electra,ECA,,Electra,https://electraproject.org/,,,2017-03-17,,区块链支付,
数字货币,GUSD.XCC,GUSD,,双子星美元,GUSD,,Gemini Dollar,https://gemini.com/,,,2018-09-10,,区块链稳定币,
数字货币,BURST.XCC,BURST,,Burst,BURST,,Burst,https://www.burst-coin.org,,,2014-08-10,,区块链存储,
数字货币,DNT.XCC,DNT,,district0x,DNT,,district0x,https://district0x.io/,,,2017-08-04,,"区块链市场预测,区块链资产交易",
数字货币,INT.XCC,INT,,英特币,INT,,INT Chain,https://intchain.io/,,,2017-09-22,,区块链物联网,
数字货币,SENT.XCC,SENT,,Sentinel,SENT,,Sentinel,https://sentinelgroup.io/,,,2018-04-18,,区块链资产交易,
数字货币,SALT.XCC,SALT,,SALT,SALT,,SALT,https://saltlending.com/,,,2017-09-30,,区块链资产交易,
数字货币,MDA.XCC,MDA,,Moeda Loyalty,MDA,,Moeda Loyalty,https://moeda.in/,,,2017-09-12,,区块链支付,
数字货币,BLOCK.XCC,BLOCK,,Blocknet,BLOCK,,Blocknet,http://blocknet.co/,,,2014-10-21,,区块链POS,
数字货币,EVX.XCC,EVX,,Everex,EVX,,Everex,https://www.everex.io/,,,2017-10-11,,区块链支付,
数字货币,BRD.XCC,BRD,,Bread,BRD,,Bread,https://token.breadapp.com/en/,,,2017-12-25,,区块链资产交易,
数字货币,QKC.XCC,QKC,,QuarkChain,QKC,,QuarkChain,https://quarkchain.io/,,,2018-06-05,,区块链公链,
数字货币,DMT.XCC,DMT,,DMarket,DMT,,DMarket,https://dmarket.com/,,,2018-02-04,,区块链广告娱乐,
数字货币,GRAM.XCC,GRAM,,Telegram,GRAM,,Telegram,https://ico-telegram.org/index.html,,,2020-04-30,,区块链社交通讯,
数字货币,SNX.XCC,SNX,,Synthetix,SNX,,Synthetix,https://www.synthetix.io/,,,2018-03-15,,"区块链DeFi,流动性挖矿",
数字货币,YAMV2.XCC,YAMV2,,YAM Finance,YAMV2,,YAM Finance,https://yam.finance/,,,2018-08-12,,"区块链DeFi,流动性挖矿",
数字货币,FIL.XCC,FIL,,IPFS,FIL,,Filecoin,https://filecoin.io/,,,,,区块链存储,
数字货币,DOT.XCC,DOT,,波卡,DOT,,Polkadot,https://filecoin.io/,,,,,区块链跨链,
